dateTime, 	Metres
2020-12-16T17:00:00,0.296
2020-12-17T09:45:00,0.291
2020-12-19T08:45:00,0.363
2020-12-19T22:30:00,0.389
2020-12-20T09:15:00,0.384
2020-12-22T07:00:00,0.412
2020-12-22T09:30:00,0.411
2020-12-24T08:15:00,0.467
2020-12-24T09:00:00,0.463
2020-12-25T10:45:00,0.412
2020-12-27T08:45:00,0.466
2020-12-27T11:30:00,0.481
2020-12-28T09:00:00,0.442
2020-12-29T09:45:00,0.401
2020-12-30T09:15:00,0.376
2020-12-31T09:00:00,0.355
2021-01-01T09:30:00,0.332
2021-01-02T09:45:00,0.31
2021-01-03T09:00:00,0.295
2021-01-04T11:15:00,0.277
2021-01-05T09:00:00,0.262
2021-01-06T10:00:00,0.251
2021-01-07T09:00:00,0.242
2021-01-08T09:30:00,0.235
2021-01-09T09:00:00,0.227
2021-01-10T10:00:00,0.221
2021-01-12T08:30:00,0.232
2021-01-12T21:15:00,0.243
2021-01-14T08:45:00,0.268
2021-01-14T21:15:00,0.305
2021-01-15T09:15:00,0.299
2021-01-16T18:00:00,0.379
2021-01-17T09:00:00,0.366
2021-01-18T09:15:00,0.333
2021-01-20T08:45:00,0.327
2021-01-21T08:45:00,0.415
2021-01-21T10:00:00,0.416
2021-01-22T09:30:00,0.385
2021-01-23T09:00:00,0.355
2021-01-24T09:00:00,0.328
2021-01-25T09:00:00,0.305
2021-01-26T09:15:00,0.289
2021-01-28T08:45:00,0.358
2021-01-29T06:15:00,0.497
2021-01-29T14:00:00,0.501
2021-01-30T11:00:00,0.47
2021-01-31T09:00:00,0.432
2021-02-01T09:45:00,0.396
2021-02-03T03:00:00,0.416
2021-02-03T09:15:00,0.409
2021-02-04T09:00:00,0.378
2021-02-05T09:15:00,0.358
2021-02-06T09:30:00,0.343
2021-02-07T09:00:00,0.327
2021-02-08T09:00:00,0.31
2021-02-09T09:00:00,0.296
2021-02-10T09:15:00,0.28
2021-02-11T09:15:00,0.262
2021-02-12T14:30:00,0.251
2021-02-13T09:00:00,0.241
2021-02-15T05:00:00,0.236
2021-02-15T11:30:00,0.237
2021-02-17T00:00:00,0.26
2021-02-18T08:45:00,0.282
2021-02-18T18:15:00,0.331
2021-02-19T09:00:00,0.32
2021-02-20T09:00:00,0.301
2021-02-21T09:00:00,0.287
2021-02-22T10:15:00,0.274
2021-02-23T09:00:00,0.263
2021-02-24T09:45:00,0.255
2021-02-25T09:00:00,0.247
2021-02-26T09:00:00,0.236
2021-02-27T09:00:00,0.23
2021-02-28T12:45:00,0.226
2021-03-01T23:00:00,0.222
2021-03-02T10:00:00,0.223
2021-03-04T02:30:00,0.212
2021-03-04T10:45:00,0.211
2021-03-05T15:15:00,0.206
2021-03-06T09:00:00,0.2
2021-03-07T16:15:00,0.198
2021-03-08T09:00:00,0.195
2021-03-09T09:00:00,0.193
2021-03-11T02:15:00,0.218
2021-03-11T09:15:00,0.215
2021-03-13T08:45:00,0.226
2021-03-13T15:45:00,0.234
2021-03-14T09:15:00,0.226
