dateTime, 	Metres
2025-06-02T07:45:00, 0.102
2025-06-03T15:45:00, 0.102
2025-06-04T23:45:00, 0.102
2025-06-06T07:45:00, 0.106
2025-06-07T15:45:00, 0.104
2025-06-08T23:45:00, 0.105
2025-06-10T07:45:00, 0.102
2025-06-11T15:45:00, 0.103
2025-06-12T23:45:00, 0.103
2025-06-14T07:45:00, 0.1
2025-06-15T15:45:00, 0.101
2025-06-16T23:45:00, 0.101
2025-06-18T07:45:00, 0.101
2025-06-19T15:45:00, 0.101
2025-06-20T23:45:00, 0.101
2025-06-22T07:45:00, 0.101
2025-06-23T15:45:00, 0.101
2025-06-24T23:45:00, 0.1
2025-06-26T07:45:00, 0.1
2025-06-27T15:45:00, 0.1
2025-06-28T23:45:00, 0.099
2025-06-30T07:45:00, 0.098
2025-07-01T15:45:00, 0.097
2025-07-02T23:45:00, 0.096
2025-07-04T07:45:00, 0.094
2025-07-05T15:45:00, 0.095
2025-07-06T23:45:00, 0.096
2025-07-08T07:45:00, 0.094
2025-07-09T15:45:00, 0.095
2025-07-10T23:45:00, 0.094
2025-07-12T07:45:00, 0.094
2025-07-13T15:45:00, 0.094
2025-07-14T23:45:00, 0.093
2025-07-16T07:45:00, 0.093
2025-07-17T15:45:00, 0.092
2025-07-18T23:45:00, 0.092
2025-07-20T07:45:00, 0.094
2025-07-21T15:45:00, 0.089
2025-07-22T23:45:00, 0.087
2025-07-24T07:45:00, 0.085
2025-07-25T15:45:00, 0.083
2025-07-26T23:45:00, 0.081
2025-07-28T07:45:00, 0.08
2025-07-29T15:45:00, 0.079
2025-07-30T23:45:00, 0.08
2025-08-01T07:45:00, 0.08
2025-08-02T15:45:00, 0.078
2025-08-03T23:45:00, 0.079
2025-08-05T07:45:00, 0.078
2025-08-06T15:45:00, 0.077
2025-08-07T23:45:00, 0.077
2025-08-09T07:45:00, 0.075
2025-08-10T15:45:00, 0.076
2025-08-11T23:45:00, 0.076
2025-08-13T07:45:00, 0.077
2025-08-14T15:45:00, 0.076
2025-08-15T23:45:00, 0.076
2025-08-17T07:45:00, 0.075
2025-08-18T15:45:00, 0.075
2025-08-19T23:45:00, 0.074
2025-08-21T07:45:00, 0.075
2025-08-22T15:45:00, 0.076
2025-08-23T23:45:00, 0.076
2025-08-25T07:45:00, 0.074
2025-08-26T15:45:00, 0.074
2025-08-27T23:45:00, 0.075
2025-08-29T07:45:00, 0.074
2025-08-30T15:45:00, 0.075
2025-08-31T23:45:00, 0.08
2025-09-02T07:45:00, 0.077
2025-09-03T15:45:00, 0.079
2025-09-04T23:45:00, 0.075
2025-09-06T07:45:00, 0.071
2025-09-07T15:45:00, 0.095
2025-09-08T23:45:00, 0.078
2025-09-10T07:45:00, 0.076
2025-09-11T15:45:00, 0.087
2025-09-12T23:45:00, 0.096
2025-09-14T07:45:00, 0.081
2025-09-15T15:45:00, 0.095
2025-09-16T23:45:00, 0.119
2025-09-18T07:45:00, 0.1
2025-09-19T15:45:00, 0.09
2025-09-20T23:45:00, 0.085
2025-09-22T07:45:00, 0.082
2025-09-23T15:45:00, 0.08
2025-09-24T23:45:00, 0.079
2025-09-26T07:45:00, 0.078
2025-09-27T15:45:00, 0.078
2025-09-28T23:45:00, 0.077
2025-09-30T07:45:00, 0.077
2025-10-01T15:45:00, 0.077
2025-10-02T23:45:00, 0.077
2025-10-04T07:45:00, 0.107
2025-10-05T15:45:00, 0.099
2025-10-06T23:45:00, 0.089
2025-10-08T07:45:00, 0.086
2025-10-09T15:45:00, 0.084
2025-10-10T23:45:00, 0.082
2025-10-12T07:45:00, 0.082
2025-10-13T15:45:00, 0.082
2025-10-14T23:45:00, 0.081
2025-10-16T07:45:00, 0.08
2025-10-17T15:45:00, 0.08
2025-10-18T23:45:00, 0.08
2025-10-20T07:45:00, 0.106
2025-10-21T15:45:00, 0.129
2025-10-22T23:45:00, 0.123
2025-10-24T07:45:00, 0.124
2025-10-25T15:45:00, 0.157
2025-10-26T23:45:00, 0.138
2025-10-28T07:45:00, 0.148
2025-10-29T15:45:00, 0.15
2025-10-30T23:45:00, 0.136
2025-11-01T07:45:00, 0.133
2025-11-02T15:45:00, 0.151
2025-11-03T23:45:00, 0.148
2025-11-05T07:45:00, 0.146
2025-11-06T15:45:00, 0.142
2025-11-07T23:45:00, 0.137
2025-11-09T07:45:00, 0.132
2025-11-10T15:45:00, 0.196
2025-11-11T23:45:00, 0.201
2025-11-13T07:45:00, 0.298
2025-11-14T15:45:00, 0.328
2025-11-15T23:45:00, 0.459
2025-11-17T07:45:00, 0.328
2025-11-18T15:45:00, 0.278
2025-11-19T23:45:00, 0.243
2025-11-21T07:45:00, 0.206
2025-11-22T15:45:00, 0.196
2025-11-23T23:45:00, 0.277
2025-11-25T07:45:00, 0.369
2025-11-26T15:45:00, 0.305
2025-11-27T23:45:00, 0.27
2025-11-29T07:45:00, 0.244
2025-11-30T15:45:00, 0.237
2025-12-01T23:45:00, 0.363
2025-12-03T07:45:00, 0.352
2025-12-04T15:45:00, 0.361
2025-12-05T23:45:00, 0.352
2025-12-07T07:45:00, 0.334
2025-12-08T15:45:00, 0.33
2025-12-09T23:45:00, 0.386
2025-12-11T07:45:00, 0.35
2025-12-12T15:45:00, 0.316
2025-12-13T23:45:00, 0.286
2025-12-15T07:45:00, 0.27
